site,label,scenario,year,variable,value
EP,Equally Probable,Perfect Information,1,crop_yield,2.8630572462880504
EP,Equally Probable,Perfect Information,2,crop_yield,2.8687463684307293
EP,Equally Probable,Perfect Information,3,crop_yield,2.8545841067342397
EP,Equally Probable,Perfect Information,4,crop_yield,2.8517611271602314
EP,Equally Probable,Perfect Information,5,crop_yield,2.8845149997030832
EP,Equally Probable,Perfect Information,6,crop_yield,2.851494171011356
EP,Equally Probable,Perfect Information,7,crop_yield,2.8936874459837187
EP,Equally Probable,Perfect Information,8,crop_yield,2.875296344078603
EP,Equally Probable,Perfect Information,9,crop_yield,2.8541340579762657
EP,Equally Probable,Perfect Information,10,crop_yield,2.8681119391993515
EP,Equally Probable,Perfect Information,11,crop_yield,2.857884832054561
EP,Equally Probable,Perfect Information,12,crop_yield,2.867371638249024
EP,Equally Probable,Perfect Information,13,crop_yield,2.8678117975407638
EP,Equally Probable,Perfect Information,14,crop_yield,2.8489631271790112
EP,Equally Probable,Perfect Information,15,crop_yield,2.883528028576775
EP,Equally Probable,Perfect Information,16,crop_yield,2.86689464086989
EP,Equally Probable,Perfect Information,17,crop_yield,2.8600647857301627
EP,Equally Probable,Perfect Information,18,crop_yield,2.884430666847903
EP,Equally Probable,Perfect Information,19,crop_yield,2.86289988314106
EP,Equally Probable,Perfect Information,20,crop_yield,2.867533649162781
EP,Equally Probable,Perfect Information,21,crop_yield,2.8536227948433903
EP,Equally Probable,Perfect Information,22,crop_yield,2.869343332996291
EP,Equally Probable,Perfect Information,23,crop_yield,2.8569131056711528
EP,Equally Probable,Perfect Information,24,crop_yield,2.8876238717772007
EP,Equally Probable,Perfect Information,25,crop_yield,2.854229365896174
EP,Equally Probable,Perfect Information,1,water,57.016207526295176
EP,Equally Probable,Perfect Information,2,water,57.00510084241126
EP,Equally Probable,Perfect Information,3,water,56.86983485992529
EP,Equally Probable,Perfect Information,4,water,56.680765289709825
EP,Equally Probable,Perfect Information,5,water,57.235117971972066
EP,Equally Probable,Perfect Information,6,water,56.717702536912434
EP,Equally Probable,Perfect Information,7,water,57.50571208479222
EP,Equally Probable,Perfect Information,8,water,57.20090249728075
EP,Equally Probable,Perfect Information,9,water,56.77445692694993
EP,Equally Probable,Perfect Information,10,water,56.98961860394605
EP,Equally Probable,Perfect Information,11,water,56.91821105604243
EP,Equally Probable,Perfect Information,12,water,57.02049371022641
EP,Equally Probable,Perfect Information,13,water,57.06223674951828
EP,Equally Probable,Perfect Information,14,water,56.72724032914333
EP,Equally Probable,Perfect Information,15,water,57.23124114782918
EP,Equally Probable,Perfect Information,16,water,56.95829212161208
EP,Equally Probable,Perfect Information,17,water,56.934148104047004
EP,Equally Probable,Perfect Information,18,water,57.22928259314149
EP,Equally Probable,Perfect Information,19,water,56.98564512426972
EP,Equally Probable,Perfect Information,20,water,57.067146009361565
EP,Equally Probable,Perfect Information,21,water,56.74111135383419
EP,Equally Probable,Perfect Information,22,water,57.056086599858936
EP,Equally Probable,Perfect Information,23,water,56.89899214159597
EP,Equally Probable,Perfect Information,24,water,57.20392077924851
EP,Equally Probable,Perfect Information,25,water,56.77932163341344
EP,Equally Probable,Perfect Information,1,elc,253730.71304312447
EP,Equally Probable,Perfect Information,2,elc,253332.07430938084
EP,Equally Probable,Perfect Information,3,elc,253253.5028892546
EP,Equally Probable,Perfect Information,4,elc,253638.38513064923
EP,Equally Probable,Perfect Information,5,elc,253448.30253365252
EP,Equally Probable,Perfect Information,6,elc,253685.28823559437
EP,Equally Probable,Perfect Information,7,elc,253328.4683918882
EP,Equally Probable,Perfect Information,8,elc,253262.26697504893
EP,Equally Probable,Perfect Information,9,elc,253340.69866220205
EP,Equally Probable,Perfect Information,10,elc,253493.89514006925
EP,Equally Probable,Perfect Information,11,elc,253488.0711246992
EP,Equally Probable,Perfect Information,12,elc,253391.1456977131
EP,Equally Probable,Perfect Information,13,elc,253593.2030631022
EP,Equally Probable,Perfect Information,14,elc,253152.70486948235
EP,Equally Probable,Perfect Information,15,elc,253341.59933454578
EP,Equally Probable,Perfect Information,16,elc,253329.26605188427
EP,Equally Probable,Perfect Information,17,elc,253415.98700478417
EP,Equally Probable,Perfect Information,18,elc,253203.6461058003
EP,Equally Probable,Perfect Information,19,elc,253538.678753754
EP,Equally Probable,Perfect Information,20,elc,253617.0791959011
EP,Equally Probable,Perfect Information,21,elc,253583.989009008
EP,Equally Probable,Perfect Information,22,elc,253225.13150391378
EP,Equally Probable,Perfect Information,23,elc,253610.12133157975
EP,Equally Probable,Perfect Information,24,elc,253096.6234927322
EP,Equally Probable,Perfect Information,25,elc,253463.41867507037
EP,Equally Probable,Perfect Information,1,irrigation,3.105218568327762
EP,Equally Probable,Perfect Information,2,irrigation,3.1011244036168626
EP,Equally Probable,Perfect Information,3,irrigation,3.125574452655428
EP,Equally Probable,Perfect Information,4,irrigation,3.1899190050791604
EP,Equally Probable,Perfect Information,5,irrigation,3.098490381235609
EP,Equally Probable,Perfect Information,6,irrigation,3.201696621551763
EP,Equally Probable,Perfect Information,7,irrigation,2.9889454061296155
EP,Equally Probable,Perfect Information,8,irrigation,3.123242970357241
EP,Equally Probable,Perfect Information,9,irrigation,3.2161354852952564
EP,Equally Probable,Perfect Information,10,irrigation,3.146236917411137
EP,Equally Probable,Perfect Information,11,irrigation,3.148844003552931
EP,Equally Probable,Perfect Information,12,irrigation,3.0868500402883003
EP,Equally Probable,Perfect Information,13,irrigation,3.1250648968424573
EP,Equally Probable,Perfect Information,14,irrigation,3.199226138404594
EP,Equally Probable,Perfect Information,15,irrigation,3.100645595204778
EP,Equally Probable,Perfect Information,16,irrigation,3.1358276878985873
EP,Equally Probable,Perfect Information,17,irrigation,3.1335845292609967
EP,Equally Probable,Perfect Information,18,irrigation,3.1033948691067303
EP,Equally Probable,Perfect Information,19,irrigation,3.1073239220384075
EP,Equally Probable,Perfect Information,20,irrigation,3.1045920845927975
EP,Equally Probable,Perfect Information,21,irrigation,3.1868562672252674
EP,Equally Probable,Perfect Information,22,irrigation,3.1150671589610193
EP,Equally Probable,Perfect Information,23,irrigation,3.1334151294407246
EP,Equally Probable,Perfect Information,24,irrigation,3.12413076604507
EP,Equally Probable,Perfect Information,25,irrigation,3.1838694434597468
EP,Equally Probable,Perfect Information,1,alt_water,6.446310878303541
EP,Equally Probable,Perfect Information,2,alt_water,6.451348276819261
EP,Equally Probable,Perfect Information,3,alt_water,6.466870833262143
EP,Equally Probable,Perfect Information,4,alt_water,6.47865771561472
EP,Equally Probable,Perfect Information,5,alt_water,6.425959334366266
EP,Equally Probable,Perfect Information,6,alt_water,6.477673007385761
EP,Equally Probable,Perfect Information,7,alt_water,6.4323055201107415
EP,Equally Probable,Perfect Information,8,alt_water,6.444286944971086
EP,Equally Probable,Perfect Information,9,alt_water,6.42295140606554
EP,Equally Probable,Perfect Information,10,alt_water,6.4272609815231805
EP,Equally Probable,Perfect Information,11,alt_water,6.438183694092164
EP,Equally Probable,Perfect Information,12,alt_water,6.460380084588472
EP,Equally Probable,Perfect Information,13,alt_water,6.426307252086654
EP,Equally Probable,Perfect Information,14,alt_water,6.45702528617645
EP,Equally Probable,Perfect Information,15,alt_water,6.432970811539897
EP,Equally Probable,Perfect Information,16,alt_water,6.45372083135985
EP,Equally Probable,Perfect Information,17,alt_water,6.4801173463392026
EP,Equally Probable,Perfect Information,18,alt_water,6.411777698101471
EP,Equally Probable,Perfect Information,19,alt_water,6.425855229649896
EP,Equally Probable,Perfect Information,20,alt_water,6.42668507171982
EP,Equally Probable,Perfect Information,21,alt_water,6.475145236460242
EP,Equally Probable,Perfect Information,22,alt_water,6.425858489156347
EP,Equally Probable,Perfect Information,23,alt_water,6.444458228571875
EP,Equally Probable,Perfect Information,24,alt_water,6.431002731049683
EP,Equally Probable,Perfect Information,25,alt_water,6.438473185962092
EP,Equally Probable,"Known Climate, Unknown Weather",1,crop_yield,2.8333113876167166
EP,Equally Probable,"Known Climate, Unknown Weather",2,crop_yield,2.838079929635703
EP,Equally Probable,"Known Climate, Unknown Weather",3,crop_yield,2.822891705497059
EP,Equally Probable,"Known Climate, Unknown Weather",4,crop_yield,2.8162928594393657
EP,Equally Probable,"Known Climate, Unknown Weather",5,crop_yield,2.8548806550137487
EP,Equally Probable,"Known Climate, Unknown Weather",6,crop_yield,2.8181753897773394
EP,Equally Probable,"Known Climate, Unknown Weather",7,crop_yield,2.863734460881742
EP,Equally Probable,"Known Climate, Unknown Weather",8,crop_yield,2.845980372905708
EP,Equally Probable,"Known Climate, Unknown Weather",9,crop_yield,2.8231396106331887
EP,Equally Probable,"Known Climate, Unknown Weather",10,crop_yield,2.8384970620986842
EP,Equally Probable,"Known Climate, Unknown Weather",11,crop_yield,2.8280691335525
EP,Equally Probable,"Known Climate, Unknown Weather",12,crop_yield,2.8409436609375196
EP,Equally Probable,"Known Climate, Unknown Weather",13,crop_yield,2.8377377022617694
EP,Equally Probable,"Known Climate, Unknown Weather",14,crop_yield,2.8171850879408313
EP,Equally Probable,"Known Climate, Unknown Weather",15,crop_yield,2.854489630608526
EP,Equally Probable,"Known Climate, Unknown Weather",16,crop_yield,2.835992646123433
EP,Equally Probable,"Known Climate, Unknown Weather",17,crop_yield,2.8276766065855714
EP,Equally Probable,"Known Climate, Unknown Weather",18,crop_yield,2.855816844263928
EP,Equally Probable,"Known Climate, Unknown Weather",19,crop_yield,2.830445431042342
EP,Equally Probable,"Known Climate, Unknown Weather",20,crop_yield,2.837858049668126
EP,Equally Probable,"Known Climate, Unknown Weather",21,crop_yield,2.8235325389783963
EP,Equally Probable,"Known Climate, Unknown Weather",22,crop_yield,2.843497876792851
EP,Equally Probable,"Known Climate, Unknown Weather",23,crop_yield,2.8233153407211145
EP,Equally Probable,"Known Climate, Unknown Weather",24,crop_yield,2.8552116716066096
EP,Equally Probable,"Known Climate, Unknown Weather",25,crop_yield,2.8210448295260213
EP,Equally Probable,"Known Climate, Unknown Weather",1,water,56.72071459629835
EP,Equally Probable,"Known Climate, Unknown Weather",2,water,56.70117876775162
EP,Equally Probable,"Known Climate, Unknown Weather",3,water,56.55946014438151
EP,Equally Probable,"Known Climate, Unknown Weather",4,water,56.319832166043746
EP,Equally Probable,"Known Climate, Unknown Weather",5,water,56.91933748416491
EP,Equally Probable,"Known Climate, Unknown Weather",6,water,56.37591939626747
EP,Equally Probable,"Known Climate, Unknown Weather",7,water,57.210468278580436
EP,Equally Probable,"Known Climate, Unknown Weather",8,water,56.891812791104364
EP,Equally Probable,"Known Climate, Unknown Weather",9,water,56.45360562253417
EP,Equally Probable,"Known Climate, Unknown Weather",10,water,56.67384621093843
EP,Equally Probable,"Known Climate, Unknown Weather",11,water,56.610551737804975
EP,Equally Probable,"Known Climate, Unknown Weather",12,water,56.729001818850655
EP,Equally Probable,"Known Climate, Unknown Weather",13,water,56.745888254585836
EP,Equally Probable,"Known Climate, Unknown Weather",14,water,56.388656636066386
EP,Equally Probable,"Known Climate, Unknown Weather",15,water,56.91890355760427
EP,Equally Probable,"Known Climate, Unknown Weather",16,water,56.63999356027113
EP,Equally Probable,"Known Climate, Unknown Weather",17,water,56.59371634609587
EP,Equally Probable,"Known Climate, Unknown Weather",18,water,56.93141913800057
EP,Equally Probable,"Known Climate, Unknown Weather",19,water,56.661373788965676
EP,Equally Probable,"Known Climate, Unknown Weather",20,water,56.761182505807874
EP,Equally Probable,"Known Climate, Unknown Weather",21,water,56.415691958265825
EP,Equally Probable,"Known Climate, Unknown Weather",22,water,56.763341538601864
EP,Equally Probable,"Known Climate, Unknown Weather",23,water,56.550921793425346
EP,Equally Probable,"Known Climate, Unknown Weather",24,water,56.8739091025075
EP,Equally Probable,"Known Climate, Unknown Weather",25,water,56.438345158061644
EP,Equally Probable,"Known Climate, Unknown Weather",1,elc,245360.94248688387
EP,Equally Probable,"Known Climate, Unknown Weather",2,elc,245331.20320420642
EP,Equally Probable,"Known Climate, Unknown Weather",3,elc,245260.99388698867
EP,Equally Probable,"Known Climate, Unknown Weather",4,elc,245566.6475779596
EP,Equally Probable,"Known Climate, Unknown Weather",5,elc,245190.8516848933
EP,Equally Probable,"Known Climate, Unknown Weather",6,elc,245301.697445165
EP,Equally Probable,"Known Climate, Unknown Weather",7,elc,245364.62310291504
EP,Equally Probable,"Known Climate, Unknown Weather",8,elc,245372.74168234237
EP,Equally Probable,"Known Climate, Unknown Weather",9,elc,245405.80642536134
EP,Equally Probable,"Known Climate, Unknown Weather",10,elc,245477.2545996137
EP,Equally Probable,"Known Climate, Unknown Weather",11,elc,245519.65097853827
EP,Equally Probable,"Known Climate, Unknown Weather",12,elc,245614.55240412767
EP,Equally Probable,"Known Climate, Unknown Weather",13,elc,245499.19720334472
EP,Equally Probable,"Known Climate, Unknown Weather",14,elc,245608.0375206932
EP,Equally Probable,"Known Climate, Unknown Weather",15,elc,245432.3906789014
EP,Equally Probable,"Known Climate, Unknown Weather",16,elc,245243.90607965118
EP,Equally Probable,"Known Climate, Unknown Weather",17,elc,245290.0869573882
EP,Equally Probable,"Known Climate, Unknown Weather",18,elc,245440.9065701511
EP,Equally Probable,"Known Climate, Unknown Weather",19,elc,245375.56263779078
EP,Equally Probable,"Known Climate, Unknown Weather",20,elc,245420.7789450212
EP,Equally Probable,"Known Climate, Unknown Weather",21,elc,245594.47495288405
EP,Equally Probable,"Known Climate, Unknown Weather",22,elc,245237.42814832617
EP,Equally Probable,"Known Climate, Unknown Weather",23,elc,245481.76746372643
EP,Equally Probable,"Known Climate, Unknown Weather",24,elc,245414.409528694
EP,Equally Probable,"Known Climate, Unknown Weather",25,elc,245338.26270059095
EP,Equally Probable,"Known Climate, Unknown Weather",1,irrigation,2.985150624870676
EP,Equally Probable,"Known Climate, Unknown Weather",2,irrigation,2.980663703093335
EP,Equally Probable,"Known Climate, Unknown Weather",3,irrigation,3.0170693798001835
EP,Equally Probable,"Known Climate, Unknown Weather",4,irrigation,3.0754573447031466
EP,Equally Probable,"Known Climate, Unknown Weather",5,irrigation,2.957394762241278
EP,Equally Probable,"Known Climate, Unknown Weather",6,irrigation,3.074932876276535
EP,Equally Probable,"Known Climate, Unknown Weather",7,irrigation,2.8721371199903674
EP,Equally Probable,"Known Climate, Unknown Weather",8,irrigation,2.989654501670207
EP,Equally Probable,"Known Climate, Unknown Weather",9,irrigation,3.0823953890345166
EP,Equally Probable,"Known Climate, Unknown Weather",10,irrigation,3.007778537396653
EP,Equally Probable,"Known Climate, Unknown Weather",11,irrigation,3.0283132079400175
EP,Equally Probable,"Known Climate, Unknown Weather",12,irrigation,2.986802686158577
EP,Equally Probable,"Known Climate, Unknown Weather",13,irrigation,3.008806001840545
EP,Equally Probable,"Known Climate, Unknown Weather",14,irrigation,3.0860528053419998
EP,Equally Probable,"Known Climate, Unknown Weather",15,irrigation,2.9698591278135114
EP,Equally Probable,"Known Climate, Unknown Weather",16,irrigation,3.0140529696833456
EP,Equally Probable,"Known Climate, Unknown Weather",17,irrigation,3.01390368473099
EP,Equally Probable,"Known Climate, Unknown Weather",18,irrigation,2.981861528845461
EP,Equally Probable,"Known Climate, Unknown Weather",19,irrigation,2.97804420335654
EP,Equally Probable,"Known Climate, Unknown Weather",20,irrigation,2.975748435045191
EP,Equally Probable,"Known Climate, Unknown Weather",21,irrigation,3.0564915343119385
EP,Equally Probable,"Known Climate, Unknown Weather",22,irrigation,2.9863328754484058
EP,Equally Probable,"Known Climate, Unknown Weather",23,irrigation,3.0199750601750845
EP,Equally Probable,"Known Climate, Unknown Weather",24,irrigation,3.0005698383132935
EP,Equally Probable,"Known Climate, Unknown Weather",25,irrigation,3.054304329501809
EP,Equally Probable,"Known Climate, Unknown Weather",1,alt_water,6.43033968046601
EP,Equally Probable,"Known Climate, Unknown Weather",2,alt_water,6.444532990845185
EP,Equally Probable,"Known Climate, Unknown Weather",3,alt_water,6.431711846752856
EP,Equally Probable,"Known Climate, Unknown Weather",4,alt_water,6.4332927753341425
EP,Equally Probable,"Known Climate, Unknown Weather",5,alt_water,6.434482817120104
EP,Equally Probable,"Known Climate, Unknown Weather",6,alt_water,6.436003728784449
EP,Equally Probable,"Known Climate, Unknown Weather",7,alt_water,6.437214375779528
EP,Equally Probable,"Known Climate, Unknown Weather",8,alt_water,6.420558990574444
EP,Equally Probable,"Known Climate, Unknown Weather",9,alt_water,6.419329695665767
EP,Equally Probable,"Known Climate, Unknown Weather",10,alt_water,6.431774034081038
EP,Equally Probable,"Known Climate, Unknown Weather",11,alt_water,6.427600659228457
EP,Equally Probable,"Known Climate, Unknown Weather",12,alt_water,6.43942612534446
EP,Equally Probable,"Known Climate, Unknown Weather",13,alt_water,6.422596495113426
EP,Equally Probable,"Known Climate, Unknown Weather",14,alt_water,6.436624549142785
EP,Equally Probable,"Known Climate, Unknown Weather",15,alt_water,6.429930766055624
EP,Equally Probable,"Known Climate, Unknown Weather",16,alt_water,6.431133405723253
EP,Equally Probable,"Known Climate, Unknown Weather",17,alt_water,6.434406461149904
EP,Equally Probable,"Known Climate, Unknown Weather",18,alt_water,6.421640277513833
EP,Equally Probable,"Known Climate, Unknown Weather",19,alt_water,6.42157144053257
EP,Equally Probable,"Known Climate, Unknown Weather",20,alt_water,6.420911267660164
EP,Equally Probable,"Known Climate, Unknown Weather",21,alt_water,6.4434939616793985
EP,Equally Probable,"Known Climate, Unknown Weather",22,alt_water,6.430369129731664
EP,Equally Probable,"Known Climate, Unknown Weather",23,alt_water,6.429629725685275
EP,Equally Probable,"Known Climate, Unknown Weather",24,alt_water,6.429531358529702
EP,Equally Probable,"Known Climate, Unknown Weather",25,alt_water,6.426576835330159
EP,Equally Probable,Stochastic,1,crop_yield,2.672391679032896
EP,Equally Probable,Stochastic,2,crop_yield,2.6745700440370124
EP,Equally Probable,Stochastic,3,crop_yield,2.66177431503103
EP,Equally Probable,Stochastic,4,crop_yield,2.6546219742148467
EP,Equally Probable,Stochastic,5,crop_yield,2.690580821217502
EP,Equally Probable,Stochastic,6,crop_yield,2.654197214477354
EP,Equally Probable,Stochastic,7,crop_yield,2.7107569508151452
EP,Equally Probable,Stochastic,8,crop_yield,2.6866398990752116
EP,Equally Probable,Stochastic,9,crop_yield,2.6580084689915022
EP,Equally Probable,Stochastic,10,crop_yield,2.6784397838821734
EP,Equally Probable,Stochastic,11,crop_yield,2.6677284001760007
EP,Equally Probable,Stochastic,12,crop_yield,2.6827234847118997
EP,Equally Probable,Stochastic,13,crop_yield,2.677465061633084
EP,Equally Probable,Stochastic,14,crop_yield,2.650259314564605
EP,Equally Probable,Stochastic,15,crop_yield,2.6931639015012245
EP,Equally Probable,Stochastic,16,crop_yield,2.6676172220609997
EP,Equally Probable,Stochastic,17,crop_yield,2.66833488833681
EP,Equally Probable,Stochastic,18,crop_yield,2.6973560622053525
EP,Equally Probable,Stochastic,19,crop_yield,2.6725259231112624
EP,Equally Probable,Stochastic,20,crop_yield,2.679938835524999
EP,Equally Probable,Stochastic,21,crop_yield,2.662795888582966
EP,Equally Probable,Stochastic,22,crop_yield,2.677184308014302
EP,Equally Probable,Stochastic,23,crop_yield,2.669081347455648
EP,Equally Probable,Stochastic,24,crop_yield,2.6946502575070967
EP,Equally Probable,Stochastic,25,crop_yield,2.6552956083294093
EP,Equally Probable,Stochastic,1,water,54.564911561353334
EP,Equally Probable,Stochastic,2,water,54.5257692993922
EP,Equally Probable,Stochastic,3,water,54.3852853906455
EP,Equally Probable,Stochastic,4,water,54.18033686075554
EP,Equally Probable,Stochastic,5,water,54.76855681058434
EP,Equally Probable,Stochastic,6,water,54.206429866844545
EP,Equally Probable,Stochastic,7,water,55.04211963334496
EP,Equally Probable,Stochastic,8,water,54.71294138305507
EP,Equally Probable,Stochastic,9,water,54.303327243809
EP,Equally Probable,Stochastic,10,water,54.53909382480965
EP,Equally Probable,Stochastic,11,water,54.4543902927294
EP,Equally Probable,Stochastic,12,water,54.57103917645865
EP,Equally Probable,Stochastic,13,water,54.61096863177769
EP,Equally Probable,Stochastic,14,water,54.20842582577598
EP,Equally Probable,Stochastic,15,water,54.76802487967723
EP,Equally Probable,Stochastic,16,water,54.45560647970257
EP,Equally Probable,Stochastic,17,water,54.41250651421796
EP,Equally Probable,Stochastic,18,water,54.7992246454567
EP,Equally Probable,Stochastic,19,water,54.556603957941334
EP,Equally Probable,Stochastic,20,water,54.620671081119674
EP,Equally Probable,Stochastic,21,water,54.24909820829501
EP,Equally Probable,Stochastic,22,water,54.60052063935157
EP,Equally Probable,Stochastic,23,water,54.443892583428465
EP,Equally Probable,Stochastic,24,water,54.72376205853462
EP,Equally Probable,Stochastic,25,water,54.2905711841746
EP,Equally Probable,Stochastic,1,elc,196760.03204778585
EP,Equally Probable,Stochastic,2,elc,196696.10724935212
EP,Equally Probable,Stochastic,3,elc,196942.674337348
EP,Equally Probable,Stochastic,4,elc,197125.3165872124
EP,Equally Probable,Stochastic,5,elc,196586.52179274897
EP,Equally Probable,Stochastic,6,elc,197143.5808153685
EP,Equally Probable,Stochastic,7,elc,196221.2372136351
EP,Equally Probable,Stochastic,8,elc,196833.08879934886
EP,Equally Probable,Stochastic,9,elc,197216.6376689827
EP,Equally Probable,Stochastic,10,elc,196778.29620162214
EP,Equally Probable,Stochastic,11,elc,196979.20272455516
EP,Equally Probable,Stochastic,12,elc,196714.37139036588
EP,Equally Probable,Stochastic,13,elc,196869.6173222358
EP,Equally Probable,Stochastic,14,elc,197253.1661778813
EP,Equally Probable,Stochastic,15,elc,196604.78598582145
EP,Equally Probable,Stochastic,16,elc,196842.22107422748
EP,Equally Probable,Stochastic,17,elc,196924.4100523628
EP,Equally Probable,Stochastic,18,elc,196668.7107168601
EP,Equally Probable,Stochastic,19,elc,196659.57883414323
EP,Equally Probable,Stochastic,20,elc,196650.44665514273
EP,Equally Probable,Stochastic,21,elc,197070.52385040646
EP,Equally Probable,Stochastic,22,elc,196677.84301148242
EP,Equally Probable,Stochastic,23,elc,196951.80637885365
EP,Equally Probable,Stochastic,24,elc,196814.82449696085
EP,Equally Probable,Stochastic,25,elc,197033.9954934886
EP,Equally Probable,Stochastic,1,irrigation,2.9636648638415117
EP,Equally Probable,Stochastic,2,irrigation,2.9565091048130747
EP,Equally Probable,Stochastic,3,irrigation,3.0010586676390028
EP,Equally Probable,Stochastic,4,irrigation,3.0421600004445
EP,Equally Probable,Stochastic,5,irrigation,2.930647765514936
EP,Equally Probable,Stochastic,6,irrigation,3.0433217605245986
EP,Equally Probable,Stochastic,7,irrigation,2.8609801033805806
EP,Equally Probable,Stochastic,8,irrigation,2.9746676752429653
EP,Equally Probable,Stochastic,9,irrigation,3.051676324129936
EP,Equally Probable,Stochastic,10,irrigation,2.972065152438444
EP,Equally Probable,Stochastic,11,irrigation,3.006206963133098
EP,Equally Probable,Stochastic,12,irrigation,2.9613783908892435
EP,Equally Probable,Stochastic,13,irrigation,2.9824642264386005
EP,Equally Probable,Stochastic,14,irrigation,3.0598259696965093
EP,Equally Probable,Stochastic,15,irrigation,2.935340503782606
EP,Equally Probable,Stochastic,16,irrigation,2.9823988064116436
EP,Equally Probable,Stochastic,17,irrigation,2.9998969135791422
EP,Equally Probable,Stochastic,18,irrigation,2.9467334586606246
EP,Equally Probable,Stochastic,19,irrigation,2.946947055697986
EP,Equally Probable,Stochastic,20,irrigation,2.9453951547245634
EP,Equally Probable,Stochastic,21,irrigation,3.0328485966289915
EP,Equally Probable,Stochastic,22,irrigation,2.949874307099846
EP,Equally Probable,Stochastic,23,irrigation,3.002963666380457
EP,Equally Probable,Stochastic,24,irrigation,2.9754479608694546
EP,Equally Probable,Stochastic,25,irrigation,3.0194024617343884
EP,Equally Probable,Stochastic,1,alt_water,4.7643719490928955
EP,Equally Probable,Stochastic,2,alt_water,4.7756463879010695
EP,Equally Probable,Stochastic,3,alt_water,4.765877068850542
EP,Equally Probable,Stochastic,4,alt_water,4.788297945352732
EP,Equally Probable,Stochastic,5,alt_water,4.759521090748701
EP,Equally Probable,Stochastic,6,alt_water,4.781417450432307
EP,Equally Probable,Stochastic,7,alt_water,4.7557239801397895
EP,Equally Probable,Stochastic,8,alt_water,4.755624137195893
EP,Equally Probable,Stochastic,9,alt_water,4.764882661311323
EP,Equally Probable,Stochastic,10,alt_water,4.776873563730603
EP,Equally Probable,Stochastic,11,alt_water,4.7648268585126985
EP,Equally Probable,Stochastic,12,alt_water,4.774270045986394
EP,Equally Probable,Stochastic,13,alt_water,4.758014745992171
EP,Equally Probable,Stochastic,14,alt_water,4.773119511162055
EP,Equally Probable,Stochastic,15,alt_water,4.763249652367274
EP,Equally Probable,Stochastic,16,alt_water,4.770514351385059
EP,Equally Probable,Stochastic,17,alt_water,4.774276766109826
EP,Equally Probable,Stochastic,18,alt_water,4.765282299813271
EP,Equally Probable,Stochastic,19,alt_water,4.770890619467327
EP,Equally Probable,Stochastic,20,alt_water,4.76866513902357
EP,Equally Probable,Stochastic,21,alt_water,4.79242606661218
EP,Equally Probable,Stochastic,22,alt_water,4.762167593131575
EP,Equally Probable,Stochastic,23,alt_water,4.773346027432454
EP,Equally Probable,Stochastic,24,alt_water,4.764989136947833
EP,Equally Probable,Stochastic,25,alt_water,4.76974822016256
EP,Equally Probable,Expected Value,1,crop_yield,2.6721047164001868
EP,Equally Probable,Expected Value,2,crop_yield,2.674274566524578
EP,Equally Probable,Expected Value,3,crop_yield,2.661488337396631
EP,Equally Probable,Expected Value,4,crop_yield,2.654331870799463
EP,Equally Probable,Expected Value,5,crop_yield,2.69028946484526
EP,Equally Probable,Expected Value,6,crop_yield,2.6539107609818764
EP,Equally Probable,Expected Value,7,crop_yield,2.7104565719886335
EP,Equally Probable,Expected Value,8,crop_yield,2.6863587656688925
EP,Equally Probable,Expected Value,9,crop_yield,2.657731499936263
EP,Equally Probable,Expected Value,10,crop_yield,2.6781464953722667
EP,Equally Probable,Expected Value,11,crop_yield,2.667445825024475
EP,Equally Probable,Expected Value,12,crop_yield,2.682426541941241
EP,Equally Probable,Expected Value,13,crop_yield,2.6771836906335085
EP,Equally Probable,Expected Value,14,crop_yield,2.649981620541087
EP,Equally Probable,Expected Value,15,crop_yield,2.6928713280780285
EP,Equally Probable,Expected Value,16,crop_yield,2.6673280745579095
EP,Equally Probable,Expected Value,17,crop_yield,2.668045258006538
EP,Equally Probable,Expected Value,18,crop_yield,2.6970661626623715
EP,Equally Probable,Expected Value,19,crop_yield,2.672233119595741
EP,Equally Probable,Expected Value,20,crop_yield,2.679645540259981
EP,Equally Probable,Expected Value,21,crop_yield,2.6625028604256356
EP,Equally Probable,Expected Value,22,crop_yield,2.676892718543416
EP,Equally Probable,Expected Value,23,crop_yield,2.668795365405033
EP,Equally Probable,Expected Value,24,crop_yield,2.6943627962258483
EP,Equally Probable,Expected Value,25,crop_yield,2.655010608926587
EP,Equally Probable,Expected Value,1,water,54.55666643861692
EP,Equally Probable,Expected Value,2,water,54.51727446866428
EP,Equally Probable,Expected Value,3,water,54.37705170892512
EP,Equally Probable,Expected Value,4,water,54.172002110454706
EP,Equally Probable,Expected Value,5,water,54.760172496065884
EP,Equally Probable,Expected Value,6,water,54.19820309723528
EP,Equally Probable,Expected Value,7,water,55.03347791325789
EP,Equally Probable,Expected Value,8,water,54.704864149291936
EP,Equally Probable,Expected Value,9,water,54.2953524963154
EP,Equally Probable,Expected Value,10,water,54.53066943760341
EP,Equally Probable,Expected Value,11,water,54.44626967112828
EP,Equally Probable,Expected Value,12,water,54.56248865773472
EP,Equally Probable,Expected Value,13,water,54.602878617605825
EP,Equally Probable,Expected Value,14,water,54.20047096752325
EP,Equally Probable,Expected Value,15,water,54.759609201641055
EP,Equally Probable,Expected Value,16,water,54.44729741370192
EP,Equally Probable,Expected Value,17,water,54.404190084583824
EP,Equally Probable,Expected Value,18,water,54.79089101140605
